fecha_id,fecha,año,mes,dia,nombre_mes,nombre_dia_semana,trimestre,semana_del_año,es_fin_semana,es_dia_festivo,es_quincena,es_inicio_mes,es_fin_mes,periodo_compra
20240202,2024-02-02,2024,2,2,February,Friday,1,4,False,False,False,True,False,inicio_mes
20240203,2024-02-03,2024,2,3,February,Saturday,1,4,True,False,False,True,False,inicio_mes
20240204,2024-02-04,2024,2,4,February,Sunday,1,5,True,False,False,True,False,inicio_mes
20240205,2024-02-05,2024,2,5,February,Monday,1,5,False,False,False,True,False,inicio_mes
20240206,2024-02-06,2024,2,6,February,Tuesday,1,5,False,False,False,False,False,otro
20240207,2024-02-07,2024,2,7,February,Wednesday,1,5,False,False,False,False,False,otro
20240208,2024-02-08,2024,2,8,February,Thursday,1,5,False,False,False,False,False,otro
20240209,2024-02-09,2024,2,9,February,Friday,1,5,False,False,False,False,False,otro
20240210,2024-02-10,2024,2,10,February,Saturday,1,5,True,False,False,False,False,otro
20240211,2024-02-11,2024,2,11,February,Sunday,1,6,True,False,False,False,False,otro
20240212,2024-02-12,2024,2,12,February,Monday,1,6,False,False,False,False,False,otro
20240213,2024-02-13,2024,2,13,February,Tuesday,1,6,False,False,False,False,False,otro
20240214,2024-02-14,2024,2,14,February,Wednesday,1,6,False,False,False,False,False,otro
20240215,2024-02-15,2024,2,15,February,Thursday,1,6,False,False,True,False,False,quincena
20240216,2024-02-16,2024,2,16,February,Friday,1,6,False,False,False,False,False,otro
20240217,2024-02-17,2024,2,17,February,Saturday,1,6,True,False,False,False,False,otro
20240218,2024-02-18,2024,2,18,February,Sunday,1,7,True,False,False,False,False,otro
20240219,2024-02-19,2024,2,19,February,Monday,1,7,False,False,False,False,False,otro
20240220,2024-02-20,2024,2,20,February,Tuesday,1,7,False,False,False,False,False,otro
20240221,2024-02-21,2024,2,21,February,Wednesday,1,7,False,False,False,False,False,otro
20240222,2024-02-22,2024,2,22,February,Thursday,1,7,False,False,False,False,False,otro
20240223,2024-02-23,2024,2,23,February,Friday,1,7,False,False,False,False,False,otro
20240224,2024-02-24,2024,2,24,February,Saturday,1,7,True,False,False,False,False,otro
20240225,2024-02-25,2024,2,25,February,Sunday,1,8,True,False,False,False,True,fin_mes
20240226,2024-02-26,2024,2,26,February,Monday,1,8,False,False,False,False,True,fin_mes
20240227,2024-02-27,2024,2,27,February,Tuesday,1,8,False,False,False,False,True,fin_mes
20240228,2024-02-28,2024,2,28,February,Wednesday,1,8,False,False,False,False,True,fin_mes
20240229,2024-02-29,2024,2,29,February,Thursday,1,8,False,False,False,False,True,fin_mes
20240301,2024-03-01,2024,3,1,March,Friday,1,8,False,False,False,True,False,inicio_mes
20240302,2024-03-02,2024,3,2,March,Saturday,1,8,True,False,False,True,False,inicio_mes
20240303,2024-03-03,2024,3,3,March,Sunday,1,9,True,False,False,True,False,inicio_mes
20240304,2024-03-04,2024,3,4,March,Monday,1,9,False,False,False,True,False,inicio_mes
20240305,2024-03-05,2024,3,5,March,Tuesday,1,9,False,False,False,True,False,inicio_mes
20240306,2024-03-06,2024,3,6,March,Wednesday,1,9,False,False,False,False,False,otro
20240307,2024-03-07,2024,3,7,March,Thursday,1,9,False,False,False,False,False,otro
20240308,2024-03-08,2024,3,8,March,Friday,1,9,False,False,False,False,False,otro
20240309,2024-03-09,2024,3,9,March,Saturday,1,9,True,False,False,False,False,otro
20240310,2024-03-10,2024,3,10,March,Sunday,1,10,True,False,False,False,False,otro
20240311,2024-03-11,2024,3,11,March,Monday,1,10,False,False,False,False,False,otro
20240312,2024-03-12,2024,3,12,March,Tuesday,1,10,False,False,False,False,False,otro
20240313,2024-03-13,2024,3,13,March,Wednesday,1,10,False,False,False,False,False,otro
20240314,2024-03-14,2024,3,14,March,Thursday,1,10,False,False,False,False,False,otro
20240315,2024-03-15,2024,3,15,March,Friday,1,10,False,False,True,False,False,quincena
20240316,2024-03-16,2024,3,16,March,Saturday,1,10,True,False,False,False,False,otro
20240317,2024-03-17,2024,3,17,March,Sunday,1,11,True,False,False,False,False,otro
20240318,2024-03-18,2024,3,18,March,Monday,1,11,False,False,False,False,False,otro
20240319,2024-03-19,2024,3,19,March,Tuesday,1,11,False,False,False,False,False,otro
20240320,2024-03-20,2024,3,20,March,Wednesday,1,11,False,False,False,False,False,otro
20240321,2024-03-21,2024,3,21,March,Thursday,1,11,False,False,False,False,False,otro
20240322,2024-03-22,2024,3,22,March,Friday,1,11,False,False,False,False,False,otro
20240323,2024-03-23,2024,3,23,March,Saturday,1,11,True,False,False,False,False,otro
20240324,2024-03-24,2024,3,24,March,Sunday,1,12,True,False,False,False,False,otro
20240325,2024-03-25,2024,3,25,March,Monday,1,12,False,False,False,False,False,otro
20240326,2024-03-26,2024,3,26,March,Tuesday,1,12,False,False,False,False,False,otro
20240327,2024-03-27,2024,3,27,March,Wednesday,1,12,False,False,False,False,True,fin_mes
20240328,2024-03-28,2024,3,28,March,Thursday,1,12,False,False,False,False,True,fin_mes
20240329,2024-03-29,2024,3,29,March,Friday,1,12,False,False,False,False,True,fin_mes
20240330,2024-03-30,2024,3,30,March,Saturday,1,12,True,False,True,False,True,quincena
20240331,2024-03-31,2024,3,31,March,Sunday,1,13,True,False,True,False,True,quincena
20240401,2024-04-01,2024,4,1,April,Monday,2,13,False,False,False,True,False,inicio_mes
20240402,2024-04-02,2024,4,2,April,Tuesday,2,13,False,False,False,True,False,inicio_mes
20240403,2024-04-03,2024,4,3,April,Wednesday,2,13,False,False,False,True,False,inicio_mes
20240404,2024-04-04,2024,4,4,April,Thursday,2,13,False,False,False,True,False,inicio_mes
20240405,2024-04-05,2024,4,5,April,Friday,2,13,False,False,False,True,False,inicio_mes
20240406,2024-04-06,2024,4,6,April,Saturday,2,13,True,False,False,False,False,otro
20240407,2024-04-07,2024,4,7,April,Sunday,2,14,True,False,False,False,False,otro
20240408,2024-04-08,2024,4,8,April,Monday,2,14,False,False,False,False,False,otro
20240409,2024-04-09,2024,4,9,April,Tuesday,2,14,False,False,False,False,False,otro
20240410,2024-04-10,2024,4,10,April,Wednesday,2,14,False,False,False,False,False,otro
20240411,2024-04-11,2024,4,11,April,Thursday,2,14,False,False,False,False,False,otro
20240412,2024-04-12,2024,4,12,April,Friday,2,14,False,False,False,False,False,otro
20240413,2024-04-13,2024,4,13,April,Saturday,2,14,True,False,False,False,False,otro
20240414,2024-04-14,2024,4,14,April,Sunday,2,15,True,False,False,False,False,otro
20240415,2024-04-15,2024,4,15,April,Monday,2,15,False,False,True,False,False,quincena
20240416,2024-04-16,2024,4,16,April,Tuesday,2,15,False,False,False,False,False,otro
20240417,2024-04-17,2024,4,17,April,Wednesday,2,15,False,False,False,False,False,otro
20240418,2024-04-18,2024,4,18,April,Thursday,2,15,False,False,False,False,False,otro
20240419,2024-04-19,2024,4,19,April,Friday,2,15,False,False,False,False,False,otro
20240420,2024-04-20,2024,4,20,April,Saturday,2,15,True,False,False,False,False,otro
20240421,2024-04-21,2024,4,21,April,Sunday,2,16,True,False,False,False,False,otro
20240422,2024-04-22,2024,4,22,April,Monday,2,16,False,False,False,False,False,otro
20240423,2024-04-23,2024,4,23,April,Tuesday,2,16,False,False,False,False,False,otro
20240424,2024-04-24,2024,4,24,April,Wednesday,2,16,False,False,False,False,False,otro
20240425,2024-04-25,2024,4,25,April,Thursday,2,16,False,False,False,False,False,otro
20240426,2024-04-26,2024,4,26,April,Friday,2,16,False,False,False,False,True,fin_mes
20240427,2024-04-27,2024,4,27,April,Saturday,2,16,True,False,False,False,True,fin_mes
20240428,2024-04-28,2024,4,28,April,Sunday,2,17,True,False,False,False,True,fin_mes
20240429,2024-04-29,2024,4,29,April,Monday,2,17,False,False,False,False,True,fin_mes
20240430,2024-04-30,2024,4,30,April,Tuesday,2,17,False,False,True,False,True,quincena
20240501,2024-05-01,2024,5,1,May,Wednesday,2,17,False,False,False,True,False,inicio_mes
20240502,2024-05-02,2024,5,2,May,Thursday,2,17,False,False,False,True,False,inicio_mes
20240503,2024-05-03,2024,5,3,May,Friday,2,17,False,False,False,True,False,inicio_mes
20240504,2024-05-04,2024,5,4,May,Saturday,2,17,True,False,False,True,False,inicio_mes
20240505,2024-05-05,2024,5,5,May,Sunday,2,18,True,False,False,True,False,inicio_mes
20240506,2024-05-06,2024,5,6,May,Monday,2,18,False,False,False,False,False,otro
20240507,2024-05-07,2024,5,7,May,Tuesday,2,18,False,False,False,False,False,otro
20240508,2024-05-08,2024,5,8,May,Wednesday,2,18,False,False,False,False,False,otro
20240509,2024-05-09,2024,5,9,May,Thursday,2,18,False,False,False,False,False,otro
20240510,2024-05-10,2024,5,10,May,Friday,2,18,False,False,False,False,False,otro
20240511,2024-05-11,2024,5,11,May,Saturday,2,18,True,False,False,False,False,otro
20240512,2024-05-12,2024,5,12,May,Sunday,2,19,True,False,False,False,False,otro
20240513,2024-05-13,2024,5,13,May,Monday,2,19,False,False,False,False,False,otro
20240514,2024-05-14,2024,5,14,May,Tuesday,2,19,False,False,False,False,False,otro
20240515,2024-05-15,2024,5,15,May,Wednesday,2,19,False,False,True,False,False,quincena
20240516,2024-05-16,2024,5,16,May,Thursday,2,19,False,False,False,False,False,otro
20240517,2024-05-17,2024,5,17,May,Friday,2,19,False,False,False,False,False,otro
20240518,2024-05-18,2024,5,18,May,Saturday,2,19,True,False,False,False,False,otro
20240519,2024-05-19,2024,5,19,May,Sunday,2,20,True,False,False,False,False,otro
20240520,2024-05-20,2024,5,20,May,Monday,2,20,False,False,False,False,False,otro
20240521,2024-05-21,2024,5,21,May,Tuesday,2,20,False,False,False,False,False,otro
20240522,2024-05-22,2024,5,22,May,Wednesday,2,20,False,False,False,False,False,otro
20240523,2024-05-23,2024,5,23,May,Thursday,2,20,False,False,False,False,False,otro
20240524,2024-05-24,2024,5,24,May,Friday,2,20,False,False,False,False,False,otro
20240525,2024-05-25,2024,5,25,May,Saturday,2,20,True,False,False,False,False,otro
20240526,2024-05-26,2024,5,26,May,Sunday,2,21,True,False,False,False,False,otro
20240527,2024-05-27,2024,5,27,May,Monday,2,21,False,False,False,False,True,fin_mes
20240528,2024-05-28,2024,5,28,May,Tuesday,2,21,False,False,False,False,True,fin_mes
20240529,2024-05-29,2024,5,29,May,Wednesday,2,21,False,False,False,False,True,fin_mes
20240530,2024-05-30,2024,5,30,May,Thursday,2,21,False,False,True,False,True,quincena
20240531,2024-05-31,2024,5,31,May,Friday,2,21,False,False,True,False,True,quincena
20240601,2024-06-01,2024,6,1,June,Saturday,2,21,True,False,False,True,False,inicio_mes
20240602,2024-06-02,2024,6,2,June,Sunday,2,22,True,False,False,True,False,inicio_mes
20240603,2024-06-03,2024,6,3,June,Monday,2,22,False,False,False,True,False,inicio_mes
20240604,2024-06-04,2024,6,4,June,Tuesday,2,22,False,False,False,True,False,inicio_mes
20240605,2024-06-05,2024,6,5,June,Wednesday,2,22,False,False,False,True,False,inicio_mes
20240606,2024-06-06,2024,6,6,June,Thursday,2,22,False,False,False,False,False,otro
20240607,2024-06-07,2024,6,7,June,Friday,2,22,False,False,False,False,False,otro
20240608,2024-06-08,2024,6,8,June,Saturday,2,22,True,False,False,False,False,otro
20240609,2024-06-09,2024,6,9,June,Sunday,2,23,True,False,False,False,False,otro
20240610,2024-06-10,2024,6,10,June,Monday,2,23,False,False,False,False,False,otro
20240611,2024-06-11,2024,6,11,June,Tuesday,2,23,False,False,False,False,False,otro
20240612,2024-06-12,2024,6,12,June,Wednesday,2,23,False,False,False,False,False,otro
20240613,2024-06-13,2024,6,13,June,Thursday,2,23,False,False,False,False,False,otro
20240614,2024-06-14,2024,6,14,June,Friday,2,23,False,False,False,False,False,otro
20240615,2024-06-15,2024,6,15,June,Saturday,2,23,True,False,True,False,False,quincena
20240616,2024-06-16,2024,6,16,June,Sunday,2,24,True,False,False,False,False,otro
20240617,2024-06-17,2024,6,17,June,Monday,2,24,False,False,False,False,False,otro
20240618,2024-06-18,2024,6,18,June,Tuesday,2,24,False,False,False,False,False,otro
20240619,2024-06-19,2024,6,19,June,Wednesday,2,24,False,False,False,False,False,otro
20240620,2024-06-20,2024,6,20,June,Thursday,2,24,False,False,False,False,False,otro
20240621,2024-06-21,2024,6,21,June,Friday,2,24,False,False,False,False,False,otro
20240622,2024-06-22,2024,6,22,June,Saturday,2,24,True,False,False,False,False,otro
20240623,2024-06-23,2024,6,23,June,Sunday,2,25,True,False,False,False,False,otro
20240624,2024-06-24,2024,6,24,June,Monday,2,25,False,False,False,False,False,otro
20240625,2024-06-25,2024,6,25,June,Tuesday,2,25,False,False,False,False,False,otro
20240626,2024-06-26,2024,6,26,June,Wednesday,2,25,False,False,False,False,True,fin_mes
20240627,2024-06-27,2024,6,27,June,Thursday,2,25,False,False,False,False,True,fin_mes
20240628,2024-06-28,2024,6,28,June,Friday,2,25,False,False,False,False,True,fin_mes
20240629,2024-06-29,2024,6,29,June,Saturday,2,25,True,False,False,False,True,fin_mes
20240630,2024-06-30,2024,6,30,June,Sunday,2,26,True,False,True,False,True,quincena
20240701,2024-07-01,2024,7,1,July,Monday,3,26,False,False,False,True,False,inicio_mes
20240702,2024-07-02,2024,7,2,July,Tuesday,3,26,False,False,False,True,False,inicio_mes
20240703,2024-07-03,2024,7,3,July,Wednesday,3,26,False,False,False,True,False,inicio_mes
20240704,2024-07-04,2024,7,4,July,Thursday,3,26,False,False,False,True,False,inicio_mes
20240705,2024-07-05,2024,7,5,July,Friday,3,26,False,False,False,True,False,inicio_mes
20240706,2024-07-06,2024,7,6,July,Saturday,3,26,True,False,False,False,False,otro
20240707,2024-07-07,2024,7,7,July,Sunday,3,27,True,False,False,False,False,otro
20240708,2024-07-08,2024,7,8,July,Monday,3,27,False,False,False,False,False,otro
20240709,2024-07-09,2024,7,9,July,Tuesday,3,27,False,False,False,False,False,otro
20240710,2024-07-10,2024,7,10,July,Wednesday,3,27,False,False,False,False,False,otro
20240711,2024-07-11,2024,7,11,July,Thursday,3,27,False,False,False,False,False,otro
20240712,2024-07-12,2024,7,12,July,Friday,3,27,False,False,False,False,False,otro
20240713,2024-07-13,2024,7,13,July,Saturday,3,27,True,False,False,False,False,otro
20240714,2024-07-14,2024,7,14,July,Sunday,3,28,True,False,False,False,False,otro
20240715,2024-07-15,2024,7,15,July,Monday,3,28,False,False,True,False,False,quincena
20240716,2024-07-16,2024,7,16,July,Tuesday,3,28,False,False,False,False,False,otro
20240717,2024-07-17,2024,7,17,July,Wednesday,3,28,False,False,False,False,False,otro
20240718,2024-07-18,2024,7,18,July,Thursday,3,28,False,False,False,False,False,otro
20240719,2024-07-19,2024,7,19,July,Friday,3,28,False,False,False,False,False,otro
20240720,2024-07-20,2024,7,20,July,Saturday,3,28,True,False,False,False,False,otro
20240721,2024-07-21,2024,7,21,July,Sunday,3,29,True,False,False,False,False,otro
20240722,2024-07-22,2024,7,22,July,Monday,3,29,False,False,False,False,False,otro
20240723,2024-07-23,2024,7,23,July,Tuesday,3,29,False,False,False,False,False,otro
20240724,2024-07-24,2024,7,24,July,Wednesday,3,29,False,False,False,False,False,otro
20240725,2024-07-25,2024,7,25,July,Thursday,3,29,False,False,False,False,False,otro
20240726,2024-07-26,2024,7,26,July,Friday,3,29,False,False,False,False,False,otro
20240727,2024-07-27,2024,7,27,July,Saturday,3,29,True,False,False,False,True,fin_mes
20240728,2024-07-28,2024,7,28,July,Sunday,3,30,True,False,False,False,True,fin_mes
20240729,2024-07-29,2024,7,29,July,Monday,3,30,False,False,False,False,True,fin_mes
20240730,2024-07-30,2024,7,30,July,Tuesday,3,30,False,False,True,False,True,quincena
20240731,2024-07-31,2024,7,31,July,Wednesday,3,30,False,False,True,False,True,quincena
20240801,2024-08-01,2024,8,1,August,Thursday,3,30,False,False,False,True,False,inicio_mes
20240802,2024-08-02,2024,8,2,August,Friday,3,30,False,False,False,True,False,inicio_mes
20240803,2024-08-03,2024,8,3,August,Saturday,3,30,True,False,False,True,False,inicio_mes
20240804,2024-08-04,2024,8,4,August,Sunday,3,31,True,False,False,True,False,inicio_mes
20240805,2024-08-05,2024,8,5,August,Monday,3,31,False,False,False,True,False,inicio_mes
20240806,2024-08-06,2024,8,6,August,Tuesday,3,31,False,False,False,False,False,otro
20240807,2024-08-07,2024,8,7,August,Wednesday,3,31,False,False,False,False,False,otro
20240808,2024-08-08,2024,8,8,August,Thursday,3,31,False,False,False,False,False,otro
20240809,2024-08-09,2024,8,9,August,Friday,3,31,False,False,False,False,False,otro
20240810,2024-08-10,2024,8,10,August,Saturday,3,31,True,False,False,False,False,otro
20240811,2024-08-11,2024,8,11,August,Sunday,3,32,True,False,False,False,False,otro
20240812,2024-08-12,2024,8,12,August,Monday,3,32,False,False,False,False,False,otro
20240813,2024-08-13,2024,8,13,August,Tuesday,3,32,False,False,False,False,False,otro
20240814,2024-08-14,2024,8,14,August,Wednesday,3,32,False,False,False,False,False,otro
20240815,2024-08-15,2024,8,15,August,Thursday,3,32,False,False,True,False,False,quincena
20240816,2024-08-16,2024,8,16,August,Friday,3,32,False,False,False,False,False,otro
20240817,2024-08-17,2024,8,17,August,Saturday,3,32,True,False,False,False,False,otro
20240818,2024-08-18,2024,8,18,August,Sunday,3,33,True,False,False,False,False,otro
20240819,2024-08-19,2024,8,19,August,Monday,3,33,False,False,False,False,False,otro
20240820,2024-08-20,2024,8,20,August,Tuesday,3,33,False,False,False,False,False,otro
20240821,2024-08-21,2024,8,21,August,Wednesday,3,33,False,False,False,False,False,otro
20240822,2024-08-22,2024,8,22,August,Thursday,3,33,False,False,False,False,False,otro
20240823,2024-08-23,2024,8,23,August,Friday,3,33,False,False,False,False,False,otro
20240824,2024-08-24,2024,8,24,August,Saturday,3,33,True,False,False,False,False,otro
20240825,2024-08-25,2024,8,25,August,Sunday,3,34,True,False,False,False,False,otro
20240826,2024-08-26,2024,8,26,August,Monday,3,34,False,False,False,False,False,otro
20240827,2024-08-27,2024,8,27,August,Tuesday,3,34,False,False,False,False,True,fin_mes
20240828,2024-08-28,2024,8,28,August,Wednesday,3,34,False,False,False,False,True,fin_mes
20240829,2024-08-29,2024,8,29,August,Thursday,3,34,False,False,False,False,True,fin_mes
20240830,2024-08-30,2024,8,30,August,Friday,3,34,False,False,True,False,True,quincena
20240831,2024-08-31,2024,8,31,August,Saturday,3,34,True,False,True,False,True,quincena
20240901,2024-09-01,2024,9,1,September,Sunday,3,35,True,False,False,True,False,inicio_mes
20240902,2024-09-02,2024,9,2,September,Monday,3,35,False,False,False,True,False,inicio_mes
20240903,2024-09-03,2024,9,3,September,Tuesday,3,35,False,False,False,True,False,inicio_mes
20240904,2024-09-04,2024,9,4,September,Wednesday,3,35,False,False,False,True,False,inicio_mes
20240905,2024-09-05,2024,9,5,September,Thursday,3,35,False,False,False,True,False,inicio_mes
20240906,2024-09-06,2024,9,6,September,Friday,3,35,False,False,False,False,False,otro
20240907,2024-09-07,2024,9,7,September,Saturday,3,35,True,False,False,False,False,otro
20240908,2024-09-08,2024,9,8,September,Sunday,3,36,True,False,False,False,False,otro
20240909,2024-09-09,2024,9,9,September,Monday,3,36,False,False,False,False,False,otro
20240910,2024-09-10,2024,9,10,September,Tuesday,3,36,False,False,False,False,False,otro
20240911,2024-09-11,2024,9,11,September,Wednesday,3,36,False,False,False,False,False,otro
20240912,2024-09-12,2024,9,12,September,Thursday,3,36,False,False,False,False,False,otro
20240913,2024-09-13,2024,9,13,September,Friday,3,36,False,False,False,False,False,otro
20240914,2024-09-14,2024,9,14,September,Saturday,3,36,True,False,False,False,False,otro
20240915,2024-09-15,2024,9,15,September,Sunday,3,37,True,False,True,False,False,quincena
20240916,2024-09-16,2024,9,16,September,Monday,3,37,False,False,False,False,False,otro
20240917,2024-09-17,2024,9,17,September,Tuesday,3,37,False,False,False,False,False,otro
20240918,2024-09-18,2024,9,18,September,Wednesday,3,37,False,False,False,False,False,otro
20240919,2024-09-19,2024,9,19,September,Thursday,3,37,False,False,False,False,False,otro
20240920,2024-09-20,2024,9,20,September,Friday,3,37,False,False,False,False,False,otro
20240921,2024-09-21,2024,9,21,September,Saturday,3,37,True,False,False,False,False,otro
20240922,2024-09-22,2024,9,22,September,Sunday,3,38,True,False,False,False,False,otro
20240923,2024-09-23,2024,9,23,September,Monday,3,38,False,False,False,False,False,otro
20240924,2024-09-24,2024,9,24,September,Tuesday,3,38,False,False,False,False,False,otro
20240925,2024-09-25,2024,9,25,September,Wednesday,3,38,False,False,False,False,False,otro
20240926,2024-09-26,2024,9,26,September,Thursday,3,38,False,False,False,False,True,fin_mes
20240927,2024-09-27,2024,9,27,September,Friday,3,38,False,False,False,False,True,fin_mes
20240928,2024-09-28,2024,9,28,September,Saturday,3,38,True,False,False,False,True,fin_mes
20240929,2024-09-29,2024,9,29,September,Sunday,3,39,True,False,False,False,True,fin_mes
20240930,2024-09-30,2024,9,30,September,Monday,3,39,False,False,True,False,True,quincena
20241001,2024-10-01,2024,10,1,October,Tuesday,4,39,False,False,False,True,False,inicio_mes
20241002,2024-10-02,2024,10,2,October,Wednesday,4,39,False,False,False,True,False,inicio_mes
20241003,2024-10-03,2024,10,3,October,Thursday,4,39,False,False,False,True,False,inicio_mes
20241004,2024-10-04,2024,10,4,October,Friday,4,39,False,False,False,True,False,inicio_mes
20241005,2024-10-05,2024,10,5,October,Saturday,4,39,True,False,False,True,False,inicio_mes
20241006,2024-10-06,2024,10,6,October,Sunday,4,40,True,False,False,False,False,otro
20241007,2024-10-07,2024,10,7,October,Monday,4,40,False,False,False,False,False,otro
20241008,2024-10-08,2024,10,8,October,Tuesday,4,40,False,False,False,False,False,otro
20241009,2024-10-09,2024,10,9,October,Wednesday,4,40,False,False,False,False,False,otro
20241010,2024-10-10,2024,10,10,October,Thursday,4,40,False,False,False,False,False,otro
20241011,2024-10-11,2024,10,11,October,Friday,4,40,False,False,False,False,False,otro
20241012,2024-10-12,2024,10,12,October,Saturday,4,40,True,False,False,False,False,otro
20241013,2024-10-13,2024,10,13,October,Sunday,4,41,True,False,False,False,False,otro
20241014,2024-10-14,2024,10,14,October,Monday,4,41,False,False,False,False,False,otro
20241015,2024-10-15,2024,10,15,October,Tuesday,4,41,False,False,True,False,False,quincena
20241016,2024-10-16,2024,10,16,October,Wednesday,4,41,False,False,False,False,False,otro
20241017,2024-10-17,2024,10,17,October,Thursday,4,41,False,False,False,False,False,otro
20241018,2024-10-18,2024,10,18,October,Friday,4,41,False,False,False,False,False,otro
20241019,2024-10-19,2024,10,19,October,Saturday,4,41,True,False,False,False,False,otro
20241020,2024-10-20,2024,10,20,October,Sunday,4,42,True,False,False,False,False,otro
20241021,2024-10-21,2024,10,21,October,Monday,4,42,False,False,False,False,False,otro
20241022,2024-10-22,2024,10,22,October,Tuesday,4,42,False,False,False,False,False,otro
20241023,2024-10-23,2024,10,23,October,Wednesday,4,42,False,False,False,False,False,otro
20241024,2024-10-24,2024,10,24,October,Thursday,4,42,False,False,False,False,False,otro
20241025,2024-10-25,2024,10,25,October,Friday,4,42,False,False,False,False,False,otro
20241026,2024-10-26,2024,10,26,October,Saturday,4,42,True,False,False,False,False,otro
20241027,2024-10-27,2024,10,27,October,Sunday,4,43,True,False,False,False,True,fin_mes
20241028,2024-10-28,2024,10,28,October,Monday,4,43,False,False,False,False,True,fin_mes
20241029,2024-10-29,2024,10,29,October,Tuesday,4,43,False,False,False,False,True,fin_mes
20241030,2024-10-30,2024,10,30,October,Wednesday,4,43,False,False,True,False,True,quincena
20241031,2024-10-31,2024,10,31,October,Thursday,4,43,False,False,True,False,True,quincena
20241101,2024-11-01,2024,11,1,November,Friday,4,43,False,False,False,True,False,inicio_mes
20241102,2024-11-02,2024,11,2,November,Saturday,4,43,True,False,False,True,False,inicio_mes
20241103,2024-11-03,2024,11,3,November,Sunday,4,44,True,False,False,True,False,inicio_mes
20241104,2024-11-04,2024,11,4,November,Monday,4,44,False,False,False,True,False,inicio_mes
20241105,2024-11-05,2024,11,5,November,Tuesday,4,44,False,False,False,True,False,inicio_mes
20241106,2024-11-06,2024,11,6,November,Wednesday,4,44,False,False,False,False,False,otro
20241107,2024-11-07,2024,11,7,November,Thursday,4,44,False,False,False,False,False,otro
20241108,2024-11-08,2024,11,8,November,Friday,4,44,False,False,False,False,False,otro
20241109,2024-11-09,2024,11,9,November,Saturday,4,44,True,False,False,False,False,otro
20241110,2024-11-10,2024,11,10,November,Sunday,4,45,True,False,False,False,False,otro
20241111,2024-11-11,2024,11,11,November,Monday,4,45,False,False,False,False,False,otro
20241112,2024-11-12,2024,11,12,November,Tuesday,4,45,False,False,False,False,False,otro
20241113,2024-11-13,2024,11,13,November,Wednesday,4,45,False,False,False,False,False,otro
20241114,2024-11-14,2024,11,14,November,Thursday,4,45,False,False,False,False,False,otro
20241115,2024-11-15,2024,11,15,November,Friday,4,45,False,False,True,False,False,quincena
